FP2-A2 ,F8 -A2 ,T4 -A2 ,T6 -A2 ,F4 -A2 ,C4 -A2 ,P4 -A2 ,O2 -A2 ,FP1-A1 ,F7 -A1 ,T3 -A1 ,T5 -A1 ,F3 -A1 ,C3 -A1 ,P3 -A1 ,O1 -A1 ,FZ -A2 ,CZ -A1 ,PZ -A2 ,BP1-REF,BP2-REF
-12,-8,-23,-23,-4,-43,0,-22,36,50,29,12,25,32,20,20,-21,32,-54,-700,17
-3,3,-15,-15,0,-34,6,-19,38,46,33,19,27,36,23,25,-14,30,-45,-659,12
15,27,3,4,10,-13,27,-5,42,43,44,31,36,44,32,36,3,28,-32,-606,8
41,59,30,32,24,16,56,18,50,46,60,46,51,54,47,52,33,30,-17,-546,6
64,88,57,59,36,44,81,43,60,55,77,62,69,64,64,67,64,37,-6,-490,5
68,93,66,65,39,53,83,56,70,66,86,72,82,68,72,72,81,45,-8,-446,5
46,65,47,42,27,33,53,45,71,73,80,68,82,63,65,62,69,49,-26,-420,4
7,17,10,1,5,-3,5,16,63,73,62,53,69,50,48,40,34,48,-50,-407,3
-26,-25,-24,-35,-14,-37,-36,-13,50,67,43,36,53,38,32,19,-3,43,-68,-395,1
-43,-47,-43,-55,-26,-55,-58,-31,40,61,29,26,41,33,24,9,-29,37,-72,-377,0
-41,-46,-43,-55,-28,-52,-57,-34,32,55,25,23,37,35,27,10,-38,32,-64,-349,0
-25,-27,-29,-41,-23,-36,-39,-25,30,51,28,28,40,43,37,19,-32,30,-46,-313,2
-8,-8,-11,-25,-14,-18,-20,-13,32,52,34,34,47,51,49,31,-19,31,-30,-276,5
-1,-1,-3,-20,-11,-12,-13,-7,34,54,37,37,51,55,54,36,-10,35,-21,-245,7
-6,-7,-7,-28,-12,-18,-20,-11,34,54,34,33,51,54,52,33,-11,38,-22,-222,10
-14,-19,-17,-39,-16,-28,-31,-18,32,51,29,26,48,48,46,25,-16,40,-25,-202,12
-17,-24,-22,-45,-17,-34,-37,-22,30,49,24,20,46,44,41,19,-17,41,-26,-181,13
-15,-23,-21,-43,-15,-34,-36,-22,30,47,22,18,47,41,37,16,-14,43,-24,-157,14
-12,-20,-20,-40,-13,-32,-34,-22,31,45,20,17,47,39,34,13,-12,43,-21,-134,13
-11,-18,-20,-38,-12,-31,-35,-24,30,42,16,15,44,36,30,9,-15,41,-18,-113,11
-9,-16,-20,-35,-12,-30,-36,-27,28,37,12,13,39,33,25,5,-19,37,-13,-92,9
-6,-12,-17,-30,-10,-27,-33,-25,26,36,8,11,36,32,22,3,-20,35,-8,-71,8
-4,-9,-14,-24,-7,-23,-30,-21,25,39,7,9,35,30,19,2,-17,35,-5,-50,7
-5,-11,-13,-21,-6,-22,-30,-16,24,42,4,7,34,28,15,0,-15,35,-5,-31,7
-10,-16,-15,-20,-7,-22,-31,-14,20,43,0,3,30,24,9,-2,-17,33,-7,-14,7
-12,-18,-15,-16,-6,-20,-29,-13,13,38,-2,1,24,20,5,-4,-19,28,-8,3,8
-8,-13,-9,-5,-4,-12,-21,-8,5,31,-3,2,19,17,4,-1,-16,22,-7,23,9
-2,-2,0,8,0,-2,-9,-1,-1,23,-2,3,15,15,6,5,-11,15,-5,44,9
2,5,9,19,1,5,0,4,-8,15,-1,4,11,12,7,10,-7,9,-5,64,9
2,6,13,24,0,7,3,4,-15,8,-3,2,5,8,6,13,-9,2,-9,81,6
-2,0,10,22,-3,4,0,0,-23,2,-8,-2,-1,1,3,13,-16,-4,-15,96,4
-9,-8,5,16,-8,-1,-3,-7,-31,-4,-13,-7,-10,-6,0,11,-27,-12,-20,110,2
-14,-16,0,11,-13,-5,-6,-14,-37,-10,-16,-10,-17,-12,-3,9,-35,-20,-22,126,2
-17,-20,-3,8,-17,-7,-8,-18,-41,-15,-16,-10,-21,-16,-3,7,-39,-26,-23,144,2
-17,-21,-4,6,-19,-8,-8,-19,-43,-20,-14,-7,-22,-18,0,5,-38,-31,-20,162,3
-17,-19,-4,5,-21,-8,-8,-18,-44,-23,-12,-4,-20,-19,0,3,-33,-34,-16,178,3
-17,-18,-4,4,-21,-8,-8,-16,-46,-26,-11,-2,-19,-21,-1,-1,-28,-38,-11,191,3
-19,-21,-6,0,-22,-10,-10,-15,-50,-29,-14,-5,-21,-25,-6,-9,-27,-41,-8,200,1
-23,-26,-10,-3,-22,-13,-13,-17,-55,-33,-20,-10,-27,-30,-15,-18,-30,-45,-7,205,-1
-26,-31,-13,-6,-22,-14,-14,-20,-60,-37,-28,-17,-36,-37,-25,-26,-36,-48,-8,208,-4
-28,-33,-14,-6,-21,-14,-13,-21,-63,-40,-33,-22,-42,-42,-33,-32,-40,-49,-10,212,-6
-27,-33,-12,-3,-19,-13,-11,-20,-63,-40,-35,-26,-45,-45,-38,-35,-40,-49,-14,218,-6
-26,-31,-10,0,-17,-11,-8,-16,-59,-37,-34,-26,-43,-46,-39,-35,-36,-47,-19,224,-6
-25,-28,-7,2,-15,-10,-6,-12,-52,-32,-30,-24,-36,-46,-38,-33,-29,-43,-24,230,-5
-25,-26,-6,4,-13,-10,-4,-7,-44,-26,-25,-21,-28,-43,-35,-30,-23,-37,-28,233,-5
-25,-24,-5,5,-12,-10,-3,-4,-37,-20,-20,-18,-20,-40,-31,-25,-21,-30,-29,230,-6
-23,-21,-4,6,-10,-9,-2,-3,-31,-15,-15,-15,-14,-36,-26,-19,-22,-25,-27,222,-7
-20,-18,-1,9,-8,-6,0,-2,-27,-13,-10,-12,-9,-31,-21,-13,-25,-20,-21,207,-8
-16,-13,2,12,-4,-2,2,-1,-25,-13,-5,-8,-5,-26,-16,-6,-26,-18,-15,184,-8
-11,-8,7,15,0,1,4,1,-22,-13,-1,-5,-3,-22,-10,0,-24,-16,-9,155,-7
-10,-7,10,14,2,2,4,5,-19,-12,1,-3,-1,-18,-7,2,-20,-13,-7,120,-6
-11,-10,9,9,4,0,-1,8,-15,-11,2,-3,0,-16,-5,1,-16,-10,-9,81,-5
-13,-15,6,1,5,-6,-9,9,-12,-10,0,-4,1,-15,-6,-1,-14,-7,-12,40,-6
-14,-19,3,-5,4,-11,-16,7,-10,-10,0,-7,2,-14,-7,-6,-12,-5,-13,0,-6
-11,-18,2,-9,5,-13,-19,5,-8,-11,-1,-8,5,-11,-7,-9,-10,-2,-11,-35,-6
-5,-14,2,-8,6,-12,-19,3,-6,-13,0,-7,9,-6,-6,-11,-6,0,-7,-64,-6
0,-9,2,-7,7,-10,-18,1,-2,-13,2,-6,14,-2,-4,-11,0,2,-3,-89,-5
1,-8,1,-7,7,-11,-20,0,3,-12,4,-4,18,1,-1,-13,6,6,-2,-109,-4
-1,-11,-2,-9,6,-15,-24,-2,9,-8,5,-4,21,3,0,-15,10,10,-4,-126,-3
-5,-16,-6,-13,5,-20,-29,-3,15,-3,3,-6,22,3,0,-18,11,13,-8,-141,-2
-9,-20,-8,-15,4,-22,-32,-3,19,0,1,-8,21,3,0,-20,12,16,-11,-153,-2
-8,-19,-6,-13,6,-20,-30,-2,22,4,0,-11,19,4,1,-20,13,17,-12,-162,-2
-3,-12,-1,-7,9,-13,-22,1,22,5,-1,-12,17,6,4,-17,16,16,-9,-165,-2
4,-2,6,1,13,-3,-11,7,23,5,-1,-12,15,9,7,-12,20,14,-4,-163,-1
12,7,13,9,17,7,0,13,24,5,-1,-11,14,12,9,-9,26,12,0,-158,0
17,12,17,14,20,13,5,18,25,5,-2,-10,13,13,9,-8,29,12,1,-151,0
16,10,17,13,20,14,5,20,26,7,-4,-11,11,11,7,-11,29,12,0,-145,2
12,4,13,7,18,12,1,18,26,8,-6,-14,7,8,3,-17,25,12,-4,-142,4
8,-2,9,0,15,10,-4,15,26,8,-9,-17,2,5,0,-22,19,13,-8,-140,6
7,-3,8,-3,14,11,-5,14,26,8,-9,-18,0,5,0,-24,16,13,-9,-137,8
11,0,11,-3,15,16,-3,16,27,7,-8,-16,-1,8,2,-22,16,12,-8,-131,10
16,6,15,-1,16,22,0,20,27,7,-7,-14,0,13,6,-19,17,11,-5,-122,11
19,10,17,-1,17,25,-1,23,28,8,-6,-13,0,17,8,-17,18,10,-4,-112,11
17,8,15,-3,16,22,-5,21,26,11,-8,-13,1,18,8,-15,15,10,-6,-103,10
12,2,9,-9,12,15,-13,16,24,15,-12,-14,0,17,6,-15,9,10,-10,-96,9
6,-5,0,-14,9,6,-21,8,20,19,-15,-15,-1,15,3,-15,1,12,-15,-90,9
0,-12,-6,-18,6,0,-25,0,17,23,-17,-14,-3,13,0,-14,-4,13,-19,-86,10
-1,-13,-9,-18,4,-3,-24,-2,15,26,-16,-12,-2,12,0,-10,-5,15,-21,-81,11
0,-11,-7,-15,4,-3,-18,-2,14,29,-13,-9,0,12,2,-5,-1,16,-23,-76,11
3,-6,-3,-11,5,0,-11,0,15,32,-8,-6,5,13,5,0,5,16,-24,-71,12
6,-2,1,-7,5,2,-5,3,17,33,-4,-4,10,13,8,1,11,18,-24,-66,11
8,0,3,-5,3,4,-2,5,18,34,-1,-3,14,14,11,1,14,19,-23,-62,10
10,0,4,-2,2,6,0,5,19,34,0,-3,15,16,13,0,14,21,-21,-56,8
11,0,4,0,0,8,1,5,18,34,2,-2,15,18,17,0,11,24,-18,-48,7
13,2,4,5,-1,12,5,5,18,33,5,-2,14,21,20,0,8,27,-13,-38,8
14,4,4,10,-2,15,8,8,18,32,8,-2,14,23,24,3,8,31,-11,-26,9
14,5,3,12,-5,15,9,10,19,32,11,-2,15,25,27,5,9,33,-12,-14,11
9,2,0,10,-9,11,7,10,20,32,11,-3,15,25,28,7,8,34,-18,-2,12
2,-4,-4,5,-14,5,1,7,21,31,9,-5,15,23,26,6,5,32,-26,9,12
-4,-11,-11,-2,-19,-1,-6,2,21,28,5,-6,13,20,23,5,-1,29,-34,23,10
-9,-17,-17,-9,-23,-5,-13,-4,18,22,1,-7,8,16,18,4,-10,23,-39,40,8
-11,-20,-21,-14,-26,-6,-17,-11,15,15,-1,-7,2,12,15,3,-19,17,-41,60,4
-10,-19,-23,-16,-25,-5,-19,-14,12,8,-2,-5,-1,10,12,4,-22,11,-40,79,2
-8,-16,-23,-16,-23,-4,-19,-12,11,5,0,-3,-3,9,11,5,-21,8,-39,97,0
-6,-14,-21,-17,-20,-3,-21,-8,12,5,1,-3,-3,8,9,5,-14,8,-40,111,0
-6,-12,-19,-19,-17,-5,-25,-2,15,6,2,-3,-2,7,5,3,-5,8,-43,119,-1
-5,-9,-17,-20,-13,-7,-28,2,18,7,2,-3,-1,4,0,0,3,9,-44,123,-2
0,-3,-12,-17,-7,-6,-27,6,20,4,2,-4,-1,1,-4,-4,11,9,-43,123,-3
7,8,-3,-9,0,0,-20,11,20,-1,3,-4,-2,0,-7,-7,20,7,-37,121,-5
19,22,6,1,7,7,-10,15,20,-9,6,-3,-3,-1,-9,-8,29,4,-30,113,-6
30,34,15,10,14,14,0,17,21,-16,8,-3,-1,-1,-10,-9,37,2,-24,98,-6
36,41,19,14,19,16,5,16,21,-20,9,-4,0,-2,-12,-11,43,1,-23,75,-6
36,41,17,12,20,12,4,12,21,-22,7,-9,1,-5,-16,-15,45,0,-27,43,-5
32,35,12,6,19,4,0,6,19,-22,3,-15,0,-10,-21,-22,43,0,-34,6,-2
27,29,6,-1,16,-4,-6,-1,17,-22,-2,-22,-3,-16,-26,-30,39,-3,-42,-30,0
26,26,3,-4,16,-10,-8,-7,14,-24,-7,-26,-8,-20,-29,-37,35,-7,-46,-62,4
29,29,5,-2,17,-10,-5,-8,9,-27,-10,-27,-12,-21,-29,-41,32,-13,-45,-87,7
34,34,8,1,20,-7,0,-5,5,-31,-12,-26,-16,-20,-27,-44,32,-18,-41,-103,7
37,37,10,4,22,-4,4,-1,0,-33,-15,-25,-19,-19,-24,-46,33,-24,-37,-114,6
35,34,8,4,22,-4,3,0,-4,-34,-18,-25,-23,-19,-24,-50,30,-28,-35,-122,3
29,24,1,0,18,-7,-1,0,-9,-31,-22,-29,-28,-21,-25,-56,25,-31,-36,-129,1
21,13,-6,-6,13,-11,-8,-3,-14,-27,-27,-35,-33,-24,-28,-61,19,-31,-38,-132,0
14,3,-12,-11,9,-14,-14,-6,-17,-22,-31,-40,-37,-27,-31,-65,14,-30,-39,-124,0
9,-1,-15,-14,6,-14,-18,-9,-20,-17,-34,-44,-40,-30,-33,-67,10,-28,-39,-95,1
8,-2,-15,-15,5,-12,-18,-9,-23,-16,-38,-49,-43,-34,-35,-68,10,-27,-35,-25,2
10,2,-11,-13,6,-8,-15,-6,-29,-20,-44,-53,-46,-38,-37,-69,13,-28,-28,103,1
14,9,-6,-10,9,-3,-11,-1,-36,-26,-51,-57,-49,-43,-42,-70,20,-31,-20,301,-2
19,16,-2,-7,11,0,-7,3,-45,-34,-60,-62,-54,-50,-49,-72,26,-35,-11,563,-9
23,23,1,-4,14,4,-4,7,-54,-44,-69,-67,-62,-58,-58,-76,32,-40,-3,859,-18
28,27,5,0,17,6,0,11,-62,-52,-76,-72,-69,-66,-67,-78,36,-45,1,1139,-27
32,31,8,3,18,8,3,14,-67,-57,-81,-74,-74,-72,-75,-79,40,-48,2,1342,-34
35,33,10,8,19,10,7,16,-68,-57,-81,-73,-75,-75,-79,-75,43,-48,0,1415,-37
35,32,11,12,19,9,10,18,-63,-51,-78,-69,-73,-74,-80,-69,46,-44,-6,1330,-34
33,29,11,15,18,7,11,20,-53,-41,-71,-63,-65,-70,-76,-60,48,-37,-14,1093,-27
31,26,10,16,16,5,12,20,-40,-28,-63,-55,-53,-62,-70,-50,49,-27,-21,748,-16
29,22,9,17,13,4,14,20,-28,-17,-53,-47,-40,-53,-62,-41,48,-17,-27,357,-5
27,20,7,17,11,3,16,17,-17,-9,-44,-38,-31,-43,-53,-34,44,-8,-29,-13,4
25,19,5,17,9,5,20,14,-11,-6,-35,-30,-24,-32,-43,-28,39,-1,-29,-318,10
24,19,5,18,8,8,23,12,-6,-5,-26,-23,-20,-22,-34,-23,35,3,-28,-531,13
21,19,6,18,7,12,24,13,-2,-4,-18,-17,-18,-13,-24,-19,33,7,-29,-654,14
16,16,7,15,6,15,19,15,3,0,-11,-13,-15,-6,-15,-16,33,11,-31,-705,12
10,10,6,9,5,17,8,16,8,5,-6,-10,-12,-1,-7,-14,32,14,-36,-709,11
4,5,5,3,4,20,-4,17,13,12,-3,-9,-9,2,-1,-12,30,15,-39,-686,12
3,4,5,0,3,25,-13,18,15,17,-3,-9,-8,5,5,-11,26,14,-38,-649,14
6,8,7,2,3,34,-15,20,13,17,-3,-8,-8,9,11,-9,24,9,-32,-607,17
12,16,11,9,3,45,-10,23,9,14,-3,-6,-10,12,18,-5,23,2,-22,-563,20
19,23,15,17,3,55,-3,26,4,8,-4,-4,-12,15,24,-1,22,-5,-13,-520,22
22,26,16,22,0,61,1,28,-1,3,-5,-3,-16,15,28,2,21,-12,-8,-480,22
20,23,15,22,-2,60,0,26,-6,-2,-7,-2,-20,13,29,4,18,-18,-8,-444,20
14,16,12,19,-6,57,-2,23,-10,-6,-9,-2,-25,9,27,4,14,-23,-11,-410,17
10,11,9,15,-8,52,-4,18,-12,-12,-11,-2,-29,4,22,4,11,-28,-14,-378,13
9,9,9,13,-8,49,-3,15,-13,-18,-13,-1,-33,-1,16,3,10,-33,-15,-345,9
13,13,12,14,-6,48,1,13,-15,-26,-15,-1,-36,-7,9,3,11,-38,-14,-313,7
21,20,17,18,-2,49,8,13,-16,-33,-16,-2,-38,-12,1,2,15,-43,-12,-282,6
28,26,20,19,0,49,14,14,-16,-38,-18,-5,-39,-16,-7,1,19,-45,-11,-253,5
31,29,19,16,0,43,13,11,-16,-41,-21,-9,-40,-22,-18,-2,20,-44,-13,-227,5
26,24,11,8,-4,31,5,5,-17,-40,-25,-16,-41,-29,-31,-10,18,-41,-18,-205,5
19,16,0,-3,-8,16,-7,-2,-17,-38,-28,-24,-42,-36,-44,-20,13,-36,-25,-186,5
12,8,-10,-11,-12,4,-19,-10,-16,-35,-31,-29,-41,-41,-54,-29,9,-30,-30,-164,5
11,6,-15,-14,-13,-2,-25,-12,-13,-31,-30,-31,-38,-42,-58,-35,10,-23,-32,-138,5
16,9,-14,-11,-10,-2,-26,-8,-8,-27,-26,-30,-31,-39,-56,-37,15,-17,-31,-109,7
23,15,-7,-5,-4,1,-22,0,-2,-21,-20,-27,-23,-32,-51,-37,23,-10,-28,-79,8
29,20,0,0,0,5,-18,8,3,-15,-15,-23,-15,-24,-43,-35,29,-4,-24,-51,9
31,20,3,1,3,8,-16,14,6,-11,-12,-21,-10,-17,-34,-33,28,0,-22,-27,10
28,16,3,1,3,9,-14,17,6,-8,-11,-20,-9,-11,-26,-32,21,1,-19,-8,9
25,11,2,0,2,10,-12,17,4,-7,-11,-21,-10,-7,-18,-29,11,0,-14,9,8
23,7,2,0,1,13,-8,18,1,-6,-9,-21,-10,-4,-8,-24,2,-1,-9,27,6
24,6,4,3,0,18,-1,21,0,-4,-6,-20,-9,0,1,-18,-3,-3,-2,49,4
25,8,6,5,0,22,4,26,1,-1,-2,-18,-5,5,11,-11,-4,-4,2,73,4
25,8,6,7,-1,24,9,31,3,3,2,-16,0,10,20,-6,-2,-2,5,99,4
23,7,5,6,-3,24,10,35,7,9,5,-14,4,14,26,-2,-1,0,7,124,6
20,5,1,4,-4,22,9,36,9,12,6,-13,6,17,30,-1,-1,3,9,146,8
15,1,-2,1,-4,20,5,34,9,13,5,-12,5,18,30,-1,-5,5,12,163,9
12,0,-6,0,-4,19,3,30,9,12,4,-10,2,18,28,-2,-10,6,16,176,9
10,0,-7,0,-2,19,1,26,9,10,5,-7,1,17,25,-2,-12,6,21,188,7
8,0,-7,-1,0,19,0,24,9,9,7,-5,1,15,21,-3,-11,6,23,197,3
6,-2,-8,-3,2,15,-3,23,10,9,9,-4,2,11,15,-4,-8,5,22,206,-1
2,-4,-10,-8,3,9,-8,22,12,9,10,-4,4,7,9,-7,-3,5,16,216,-6
-1,-8,-13,-14,4,1,-15,19,15,10,10,-5,5,2,3,-11,0,5,10,225,-9
-3,-9,-16,-19,5,-4,-19,15,16,8,8,-6,4,0,-1,-14,2,5,5,233,-11
-1,-7,-17,-20,7,-7,-18,12,17,6,8,-5,2,-2,-5,-16,3,4,3,241,-9
4,-2,-16,-16,9,-5,-12,9,18,2,8,-4,0,-2,-6,-15,4,4,5,247,-6
11,3,-13,-11,12,-1,-3,8,19,0,9,-3,0,-1,-6,-13,6,4,9,253,-3
17,7,-10,-6,14,2,5,8,21,-2,9,-3,1,0,-6,-12,9,5,11,257,-1
18,7,-9,-5,14,4,9,8,22,-2,7,-6,1,-2,-9,-12,12,5,10,258,-1
15,2,-10,-7,13,3,10,8,21,-3,3,-11,0,-4,-12,-15,12,4,5,256,-4
11,-2,-10,-9,10,2,8,7,19,-3,-1,-15,-2,-7,-14,-17,9,1,1,252,-7
9,-4,-8,-9,8,5,8,8,15,-5,-4,-16,-5,-7,-15,-18,6,-2,0,246,-11
10,-2,-4,-4,7,11,12,11,11,-9,-4,-14,-6,-5,-11,-15,3,-8,3,237,-13
13,2,0,2,7,18,19,14,8,-12,-2,-10,-6,0,-4,-10,1,-12,9,224,-15
14,6,2,7,7,23,23,17,7,-14,1,-5,-4,3,3,-5,0,-15,15,208,-14
10,6,0,8,4,24,23,17,6,-15,4,-2,-2,7,8,-3,-3,-17,18,187,-13
2,0,-6,3,1,19,16,13,4,-13,5,-2,-1,8,10,-3,-8,-16,18,160,-11
-8,-10,-16,-3,-3,10,5,7,2,-10,4,-3,-1,7,9,-6,-14,-14,16,129,-10
-18,-20,-24,-9,-8,2,-4,1,0,-7,1,-3,-3,5,7,-9,-20,-13,14,95,-8
-23,-25,-28,-9,-10,-1,-9,-2,0,-6,0,-2,-3,4,6,-8,-23,-12,15,61,-6
-23,-24,-28,-4,-11,-1,-9,-2,0,-5,1,0,-2,6,7,-4,-21,-11,17,27,-6
-21,-20,-25,2,-11,0,-4,-2,1,-6,5,4,0,7,10,1,-18,-10,19,-4,-6
-20,-17,-23,7,-12,0,0,-3,2,-7,8,8,3,9,12,7,-15,-8,20,-34,-7
-22,-18,-22,9,-15,-3,1,-6,2,-7,10,10,6,9,13,12,-15,-6,17,-60,-9
-26,-22,-23,6,-19,-8,0,-11,0,-7,9,9,6,8,11,13,-19,-4,13,-83,-10
-31,-28,-25,2,-23,-13,-2,-17,-1,-6,8,8,4,6,8,13,-25,-1,7,-101,-11
-34,-32,-27,0,-25,-16,-4,-22,-3,-4,7,7,2,4,6,12,-30,2,2,-113,-11
-32,-31,-25,1,-24,-14,-3,-22,-2,0,8,8,3,4,5,13,-31,8,-1,-121,-9
-27,-26,-21,5,-21,-10,0,-19,2,4,12,10,6,7,7,16,-25,15,-5,-126,-7
-23,-20,-16,8,-16,-6,3,-14,10,10,17,12,12,11,8,18,-17,22,-11,-129,-5
-19,-15,-12,10,-11,-3,5,-8,17,15,21,14,17,14,7,18,-7,30,-16,-133,-4
-17,-13,-9,9,-7,-3,4,-6,24,18,23,15,19,17,6,17,-1,36,-23,-135,-3
-18,-13,-8,7,-3,-5,1,-5,28,19,23,15,20,17,4,15,0,40,-31,-136,-2
-19,-14,-9,5,-1,-7,-1,-7,29,18,21,16,19,18,3,12,-1,42,-37,-133,-1
-19,-15,-9,4,1,-8,-1,-8,29,16,21,19,19,19,5,12,-3,43,-43,-128,0
-19,-14,-9,4,2,-6,0,-7,30,15,23,23,21,22,11,16,-3,43,-48,-120,0
-19,-14,-9,4,2,-4,1,-4,32,17,26,26,24,26,19,21,-1,44,-55,-111,1
-20,-16,-9,2,1,-4,0,0,34,19,30,29,27,30,27,26,2,44,-63,-102,2
-21,-19,-10,0,0,-4,-1,0,37,20,32,30,28,32,34,29,4,42,-70,-93,2
-20,-20,-11,0,-1,-3,-2,1,37,18,34,31,26,33,39,32,3,39,-74,-85,2
-16,-17,-9,3,-2,0,0,1,36,15,36,32,23,35,44,36,2,33,-72,-75,1
-10,-10,-5,10,-1,7,6,2,34,10,38,35,20,38,49,40,1,27,-66,-65,1
-4,-4,-2,16,0,13,13,3,33,6,39,39,19,42,54,45,0,22,-58,-54,0
0,0,0,19,0,16,18,4,34,4,39,43,20,45,57,49,0,17,-51,-44,-1
0,-1,-2,19,0,15,19,5,36,5,37,45,21,45,58,51,1,14,-46,-36,-4
-3,-5,-5,13,1,10,14,5,39,6,34,44,23,43,54,48,2,13,-42,-31,-7
-6,-10,-10,6,2,4,7,3,41,7,29,41,23,37,48,43,2,13,-39,-31,-8
-6,-9,-11,2,6,2,2,2,42,8,25,36,22,31,40,36,2,14,-33,-32,-7
0,0,-6,4,13,6,2,4,41,7,23,32,21,26,34,30,6,14,-23,-32,-4
9,11,0,9,20,12,5,7,41,8,23,28,19,23,29,24,11,16,-10,-30,0
17,22,6,13,27,17,6,10,40,9,22,23,17,20,24,17,16,18,1,-26,4
20,28,9,14,31,18,3,11,39,12,19,18,15,17,19,9,19,21,14,-19,8
19,28,7,10,32,14,-3,9,37,17,15,12,14,13,12,0,20,24,27,-11,9
12,22,1,3,31,6,-14,3,34,21,9,6,12,8,3,-10,17,28,42,0,9
5,15,-3,-2,29,0,-23,-1,31,24,4,1,8,3,-5,-18,13,29,59,13,8
0,11,-5,-4,27,-3,-28,-5,26,24,0,-2,5,0,-11,-22,9,29,81,31,6
0,11,-4,-2,26,-2,-28,-6,22,23,-1,-3,3,-2,-13,-22,9,27,106,51,4
0,14,0,3,27,2,-22,-4,18,19,-2,-2,3,-3,-10,-17,11,24,133,74,3
2,16,6,9,28,8,-14,0,15,16,-1,0,5,-2,-5,-10,14,21,159,98,1
1,16,9,12,27,12,-8,2,11,13,-1,1,7,-1,0,-2,15,17,184,120,0
-2,13,9,12,26,13,-4,3,6,10,-2,3,7,0,6,4,13,13,205,139,0
-7,8,6,10,23,14,-2,2,1,7,-2,4,5,1,12,10,9,9,223,155,-3
-12,3,1,7,20,14,0,2,-3,4,-3,5,1,4,17,16,3,5,237,167,-5
-17,0,-2,5,18,14,0,2,-7,0,-4,6,-3,6,23,21,-1,0,247,173,-7
-19,0,-5,5,16,15,2,4,-11,-3,-5,8,-7,8,28,26,-3,-4,254,173,-7
-19,1,-5,8,16,17,6,8,-12,-5,-6,10,-9,10,32,30,-2,-8,258,165,-6
-17,4,-3,13,17,20,12,13,-11,-6,-6,12,-9,12,35,33,1,-10,259,149,-4
-16,5,0,17,18,21,16,17,-8,-3,-6,13,-9,12,36,35,4,-9,257,122,0
-16,4,0,18,17,20,17,16,-6,0,-7,13,-10,10,33,33,3,-6,252,88,4
-16,1,-1,17,15,17,16,12,-4,2,-9,12,-12,6,29,30,0,-2,243,48,8
-15,0,-2,16,14,15,14,7,-2,5,-10,11,-12,1,23,25,-2,1,232,7,11
-12,-1,-2,15,13,13,13,5,1,10,-10,11,-10,-2,19,19,-1,6,219,-30,10
-7,0,-1,13,14,10,12,6,6,16,-11,11,-4,-4,14,12,4,12,203,-63,8
-3,0,0,10,15,6,10,9,14,23,-10,11,3,-6,10,5,13,18,186,-90,4
2,1,2,7,17,2,7,13,22,29,-10,11,10,-6,6,-1,21,23,170,-111,1
9,4,5,5,20,0,6,16,28,32,-10,11,16,-5,3,-6,27,29,156,-126,1
19,9,9,6,25,1,7,17,33,34,-8,13,20,-2,1,-8,31,35,146,-137,3
30,18,13,9,30,5,10,18,36,34,-4,16,23,1,3,-5,34,41,139,-142,8
39,26,17,14,35,10,13,18,39,35,0,19,26,6,7,0,37,47,133,-140,13
43,30,19,16,38,12,12,18,42,38,4,20,29,11,12,3,39,52,126,-126,15
43,28,17,14,38,10,8,19,44,42,6,18,31,15,15,5,41,55,116,-88,13
38,22,13,9,37,5,0,19,44,45,5,12,32,16,17,3,42,55,106,-9,7
32,14,7,2,34,1,-7,19,42,44,2,4,29,15,17,0,41,51,98,128,-1
26,6,3,-2,32,-1,-13,19,37,40,-3,-3,24,13,15,-6,41,45,91,337,-10
25,4,3,-2,31,0,-14,22,32,35,-7,-9,17,11,13,-10,41,37,88,611,-19
26,6,6,1,31,6,-9,26,27,30,-10,-11,12,9,14,-11,44,30,88,918,-26
24,5,6,3,27,9,-7,27,22,27,-12,-12,7,7,15,-11,43,24,85,1198,-31
14,-3,0,-1,19,5,-11,21,17,26,-16,-14,1,4,14,-12,33,18,78,1384,-34
2,-13,-6,-5,7,0,-13,12,11,25,-19,-15,-3,2,14,-10,18,13,68,1425,-33
-5,-17,-10,-4,-3,-1,-9,4,7,26,-18,-12,-6,4,19,-5,3,8,58,1299,-29
-9,-16,-8,0,-12,0,-1,1,7,27,-13,-5,-4,8,26,3,-6,7,47,1025,-21
-10,-12,-4,8,-19,5,8,1,10,31,-5,2,1,15,33,12,-9,8,34,656,-9
-7,-3,4,16,-21,11,17,4,18,34,4,12,10,22,41,22,-7,11,21,264,2
-3,6,13,23,-21,16,25,9,27,37,13,21,19,27,46,29,0,16,8,-87,14
0,13,19,25,-19,17,26,11,35,39,18,28,27,29,47,31,6,20,-5,-361,23
0,15,19,22,-18,13,21,8,39,37,19,32,28,27,43,30,8,22,-18,-543,29
1,16,16,17,-16,8,16,2,39,33,16,32,26,22,35,25,7,22,-29,-641,32
6,20,14,16,-12,5,12,-2,36,29,13,32,22,18,28,21,5,21,-35,-679,31
12,24,13,17,-9,4,11,-5,35,25,12,31,19,15,22,18,6,22,-39,-681,28
17,28,12,17,-6,2,8,-6,34,23,13,29,19,12,16,16,8,23,-43,-666,25
19,28,9,14,-4,-1,2,-7,34,21,15,26,20,10,12,12,11,24,-49,-646,22
20,27,6,9,-3,-5,-4,-8,35,20,16,22,22,8,8,9,13,24,-55,-623,20
20,26,3,5,-1,-8,-10,-7,35,20,18,18,23,6,6,6,16,24,-60,-598,19
